KeyConsult,KeyMedecin,KeyPatient,NamePatient,FirstNamePatient,NumSecu,Age,Weight,Temperature,Tension,Diabete,Pathology,KeyTreatment
KeyConsult36864,keyMedecin21,KeyPatient60464,Name60464,FistName60464,NS36865,16.0,61.70784846261679,37.646899015348936,122.46284171845836,0,Pathology8,KeyTreatment36864
KeyConsult36865,keyMedecin6,KeyPatient60303,Name60303,FistName60303,NS36866,16.0,53.146343013339305,37.59723757116246,136.8153648740926,0,Pathology25,KeyTreatment36865
KeyConsult36866,keyMedecin28,KeyPatient51199,Name51199,FistName51199,NS36867,50.0,78.99192694492416,37.919781282925406,91.19900245311894,0,Pathology81,KeyTreatment36866
KeyConsult36867,keyMedecin7,KeyPatient7313,Name7313,FistName7313,NS36868,24.0,58.141340573563646,37.470329773343146,144.9337857870873,0,Pathology24,KeyTreatment36867
KeyConsult36868,keyMedecin2,KeyPatient75874,Name75874,FistName75874,NS36869,46.0,79.80751343472944,37.95021556509416,91.2113308416172,1,Pathology85,KeyTreatment36868
KeyConsult36869,keyMedecin6,KeyPatient74148,Name74148,FistName74148,NS36870,41.0,72.14998757969892,38.68989297243276,110.1271216585302,1,Pathology61,KeyTreatment36869
KeyConsult36870,keyMedecin21,KeyPatient69877,Name69877,FistName69877,NS36871,21.0,59.02285072873105,37.54280074316595,90.17051483976032,0,Pathology36,KeyTreatment36870
KeyConsult36871,keyMedecin26,KeyPatient3547,Name3547,FistName3547,NS36872,28.0,61.39103715071578,37.368937219190094,117.93952725451558,1,Pathology14,KeyTreatment36871
KeyConsult36872,keyMedecin2,KeyPatient55224,Name55224,FistName55224,NS36873,48.0,82.38572452457247,40.673721436714025,79.76120163605826,1,Pathology92,KeyTreatment36872
KeyConsult36873,keyMedecin6,KeyPatient78555,Name78555,FistName78555,NS36874,40.0,73.07331865197864,38.443499896117046,112.92422096204858,0,Pathology64,KeyTreatment36873
KeyConsult36874,keyMedecin24,KeyPatient32584,Name32584,FistName32584,NS36875,16.0,62.23969852814019,37.51868720230065,91.69845648589488,1,Pathology14,KeyTreatment36874
KeyConsult36875,keyMedecin8,KeyPatient36734,Name36734,FistName36734,NS36876,67.0,71.23134386733116,39.95638665707129,127.65366782198403,0,Pathology74,KeyTreatment36875
KeyConsult36876,keyMedecin10,KeyPatient19774,Name19774,FistName19774,NS36877,39.0,77.7822720844762,40.34745504821479,83.15577766593351,0,Pathology93,KeyTreatment36876
