KeyConsult,KeyPatient,Name,FirstName,NumSecu,Date_In,Pathology,KeyChambre,ChambreNumber,Date_Out
KeyConsult20480,KeyPatient94672,Name94672,FistName94672,NS20481,2023-05-30T00:00:00.000+02:00,Pathology82,KeyChambre11,C011,2023-06-06T00:00:00.000+02:00
KeyConsult20481,KeyPatient65479,Name65479,FistName65479,NS20482,2023-05-30T00:00:00.000+02:00,Pathology13,KeyChambre99,C099,2023-06-01T00:00:00.000+02:00
KeyConsult20482,KeyPatient16874,Name16874,FistName16874,NS20483,2023-05-30T00:00:00.000+02:00,Pathology18,NULL,NULL,2023-05-30T00:00:00.000+02:00
KeyConsult20483,KeyPatient18646,Name18646,FistName18646,NS20484,2023-05-30T00:00:00.000+02:00,Pathology80,KeyChambre63,C063,2023-06-02T00:00:00.000+02:00
KeyConsult20484,KeyPatient65231,Name65231,FistName65231,NS20485,2023-05-30T00:00:00.000+02:00,Pathology87,KeyChambre31,C031,2023-06-15T00:00:00.000+02:00
KeyConsult20485,KeyPatient56429,Name56429,FistName56429,NS20486,2023-05-30T00:00:00.000+02:00,Pathology79,KeyChambre46,C046,2023-06-04T00:00:00.000+02:00
KeyConsult20486,KeyPatient18699,Name18699,FistName18699,NS20487,2023-05-30T00:00:00.000+02:00,Pathology63,KeyChambre29,C029,2023-06-01T00:00:00.000+02:00
KeyConsult20487,KeyPatient12103,Name12103,FistName12103,NS20488,2023-05-30T00:00:00.000+02:00,Pathology37,KeyChambre57,C057,2023-05-31T00:00:00.000+02:00
KeyConsult20488,KeyPatient29285,Name29285,FistName29285,NS20489,2023-05-30T00:00:00.000+02:00,Pathology90,KeyChambre37,C037,2023-06-11T00:00:00.000+02:00
KeyConsult20489,KeyPatient92772,Name92772,FistName92772,NS20490,2023-05-30T00:00:00.000+02:00,Pathology50,KeyChambre78,C078,2023-06-02T00:00:00.000+02:00
KeyConsult20490,KeyPatient45714,Name45714,FistName45714,NS20491,2023-05-30T00:00:00.000+02:00,Pathology46,NULL,NULL,2023-05-30T00:00:00.000+02:00
