KeyConsult,KeyPatient,Name,FirstName,NumSecu,Date_In,Pathology,KeyChambre,ChambreNumber,Date_Out
KeyConsult28672,KeyPatient55603,Name55603,FistName55603,NS28673,2023-07-29T00:00:00.000+02:00,Pathology34,KeyChambre22,C022,2023-07-30T00:00:00.000+02:00
KeyConsult28673,KeyPatient44478,Name44478,FistName44478,NS28674,2023-07-29T00:00:00.000+02:00,Pathology84,KeyChambre90,C090,2023-08-10T00:00:00.000+02:00
KeyConsult28674,KeyPatient21378,Name21378,FistName21378,NS28675,2023-07-29T00:00:00.000+02:00,Pathology81,KeyChambre28,C028,2023-08-10T00:00:00.000+02:00
KeyConsult28675,KeyPatient95827,Name95827,FistName95827,NS28676,2023-07-29T00:00:00.000+02:00,Pathology27,KeyChambre58,C058,2023-07-30T00:00:00.000+02:00
KeyConsult28676,KeyPatient56822,Name56822,FistName56822,NS28677,2023-07-29T00:00:00.000+02:00,Pathology15,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28677,KeyPatient40140,Name40140,FistName40140,NS28678,2023-07-29T00:00:00.000+02:00,Pathology51,KeyChambre14,C014,2023-07-30T00:00:00.000+02:00
KeyConsult28678,KeyPatient5659,Name5659,FistName5659,NS28679,2023-07-29T00:00:00.000+02:00,Pathology35,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28679,KeyPatient73081,Name73081,FistName73081,NS28680,2023-07-29T00:00:00.000+02:00,Pathology14,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28680,KeyPatient80013,Name80013,FistName80013,NS28681,2023-07-29T00:00:00.000+02:00,Pathology98,KeyChambre35,C035,2023-08-23T00:00:00.000+02:00
KeyConsult28681,KeyPatient21072,Name21072,FistName21072,NS28682,2023-07-29T00:00:00.000+02:00,Pathology95,KeyChambre47,C047,2023-08-07T00:00:00.000+02:00
KeyConsult28682,KeyPatient19746,Name19746,FistName19746,NS28683,2023-07-29T00:00:00.000+02:00,Pathology70,KeyChambre86,C086,2023-07-30T00:00:00.000+02:00
KeyConsult28683,KeyPatient3646,Name3646,FistName3646,NS28684,2023-07-29T00:00:00.000+02:00,Pathology14,KeyChambre60,C060,2023-07-30T00:00:00.000+02:00
KeyConsult28684,KeyPatient69248,Name69248,FistName69248,NS28685,2023-07-29T00:00:00.000+02:00,Pathology73,KeyChambre101,C101,2023-08-08T00:00:00.000+02:00
KeyConsult28685,KeyPatient71688,Name71688,FistName71688,NS28686,2023-07-29T00:00:00.000+02:00,Pathology32,KeyChambre62,C062,2023-07-31T00:00:00.000+02:00
KeyConsult28686,KeyPatient14481,Name14481,FistName14481,NS28687,2023-07-29T00:00:00.000+02:00,Pathology27,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28687,KeyPatient63863,Name63863,FistName63863,NS28688,2023-07-29T00:00:00.000+02:00,Pathology23,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28688,KeyPatient87691,Name87691,FistName87691,NS28689,2023-07-29T00:00:00.000+02:00,Pathology96,KeyChambre35,C035,2023-08-18T00:00:00.000+02:00
KeyConsult28689,KeyPatient87474,Name87474,FistName87474,NS28690,2023-07-29T00:00:00.000+02:00,Pathology78,KeyChambre75,C075,2023-08-05T00:00:00.000+02:00
KeyConsult28690,KeyPatient81270,Name81270,FistName81270,NS28691,2023-07-29T00:00:00.000+02:00,Pathology20,KeyChambre104,C104,2023-07-30T00:00:00.000+02:00
KeyConsult28691,KeyPatient63679,Name63679,FistName63679,NS28692,2023-07-29T00:00:00.000+02:00,Pathology90,KeyChambre85,C085,2023-08-08T00:00:00.000+02:00
KeyConsult28692,KeyPatient32894,Name32894,FistName32894,NS28693,2023-07-29T00:00:00.000+02:00,Pathology83,KeyChambre73,C073,2023-08-04T00:00:00.000+02:00
KeyConsult28693,KeyPatient57183,Name57183,FistName57183,NS28694,2023-07-29T00:00:00.000+02:00,Pathology49,KeyChambre55,C055,2023-08-01T00:00:00.000+02:00
KeyConsult28694,KeyPatient67419,Name67419,FistName67419,NS28695,2023-07-29T00:00:00.000+02:00,Pathology39,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28695,KeyPatient29638,Name29638,FistName29638,NS28696,2023-07-29T00:00:00.000+02:00,Pathology6,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28696,KeyPatient39273,Name39273,FistName39273,NS28697,2023-07-29T00:00:00.000+02:00,Pathology11,KeyChambre43,C043,2023-07-30T00:00:00.000+02:00
KeyConsult28697,KeyPatient69193,Name69193,FistName69193,NS28698,2023-07-29T00:00:00.000+02:00,Pathology57,KeyChambre70,C070,2023-07-30T00:00:00.000+02:00
KeyConsult28698,KeyPatient97601,Name97601,FistName97601,NS28699,2023-07-29T00:00:00.000+02:00,Pathology3,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28699,KeyPatient13374,Name13374,FistName13374,NS28700,2023-07-29T00:00:00.000+02:00,Pathology49,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28700,KeyPatient19818,Name19818,FistName19818,NS28701,2023-07-29T00:00:00.000+02:00,Pathology33,KeyChambre99,C099,2023-07-30T00:00:00.000+02:00
KeyConsult28701,KeyPatient83750,Name83750,FistName83750,NS28702,2023-07-29T00:00:00.000+02:00,Pathology19,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28702,KeyPatient82814,Name82814,FistName82814,NS28703,2023-07-29T00:00:00.000+02:00,Pathology93,KeyChambre60,C060,2023-08-20T00:00:00.000+02:00
KeyConsult28703,KeyPatient31734,Name31734,FistName31734,NS28704,2023-07-29T00:00:00.000+02:00,Pathology93,KeyChambre48,C048,2023-08-17T00:00:00.000+02:00
KeyConsult28704,KeyPatient95460,Name95460,FistName95460,NS28705,2023-07-29T00:00:00.000+02:00,Pathology12,KeyChambre96,C096,2023-08-01T00:00:00.000+02:00
KeyConsult28705,KeyPatient6028,Name6028,FistName6028,NS28706,2023-07-29T00:00:00.000+02:00,Pathology12,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28706,KeyPatient5255,Name5255,FistName5255,NS28707,2023-07-29T00:00:00.000+02:00,Pathology20,KeyChambre49,C049,2023-07-30T00:00:00.000+02:00
KeyConsult28707,KeyPatient13724,Name13724,FistName13724,NS28708,2023-07-29T00:00:00.000+02:00,Pathology18,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28708,KeyPatient7373,Name7373,FistName7373,NS28709,2023-07-29T00:00:00.000+02:00,Pathology58,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28709,KeyPatient21317,Name21317,FistName21317,NS28710,2023-07-29T00:00:00.000+02:00,Pathology24,KeyChambre3,C003,2023-07-30T00:00:00.000+02:00
KeyConsult28710,KeyPatient40479,Name40479,FistName40479,NS28711,2023-07-29T00:00:00.000+02:00,Pathology18,KeyChambre29,C029,2023-07-30T00:00:00.000+02:00
KeyConsult28711,KeyPatient97516,Name97516,FistName97516,NS28712,2023-07-29T00:00:00.000+02:00,Pathology98,KeyChambre45,C045,2023-08-22T00:00:00.000+02:00
KeyConsult28712,KeyPatient28540,Name28540,FistName28540,NS28713,2023-07-29T00:00:00.000+02:00,Pathology52,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28713,KeyPatient38752,Name38752,FistName38752,NS28714,2023-07-29T00:00:00.000+02:00,Pathology68,KeyChambre43,C043,2023-07-31T00:00:00.000+02:00
KeyConsult28714,KeyPatient45977,Name45977,FistName45977,NS28715,2023-07-29T00:00:00.000+02:00,Pathology12,KeyChambre39,C039,2023-07-31T00:00:00.000+02:00
KeyConsult28715,KeyPatient61853,Name61853,FistName61853,NS28716,2023-07-29T00:00:00.000+02:00,Pathology40,KeyChambre17,C017,2023-07-30T00:00:00.000+02:00
KeyConsult28716,KeyPatient70031,Name70031,FistName70031,NS28717,2023-07-29T00:00:00.000+02:00,Pathology70,KeyChambre84,C084,2023-08-01T00:00:00.000+02:00
KeyConsult28717,KeyPatient75468,Name75468,FistName75468,NS28718,2023-07-29T00:00:00.000+02:00,Pathology57,KeyChambre5,C005,2023-07-30T00:00:00.000+02:00
KeyConsult28718,KeyPatient97032,Name97032,FistName97032,NS28719,2023-07-29T00:00:00.000+02:00,Pathology71,KeyChambre22,C022,2023-07-31T00:00:00.000+02:00
KeyConsult28719,KeyPatient70069,Name70069,FistName70069,NS28720,2023-07-29T00:00:00.000+02:00,Pathology15,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28720,KeyPatient15129,Name15129,FistName15129,NS28721,2023-07-29T00:00:00.000+02:00,Pathology4,KeyChambre28,C028,2023-07-30T00:00:00.000+02:00
KeyConsult28721,KeyPatient29295,Name29295,FistName29295,NS28722,2023-07-29T00:00:00.000+02:00,Pathology50,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28722,KeyPatient61604,Name61604,FistName61604,NS28723,2023-07-29T00:00:00.000+02:00,Pathology28,KeyChambre53,C053,2023-07-30T00:00:00.000+02:00
KeyConsult28723,KeyPatient38319,Name38319,FistName38319,NS28724,2023-07-29T00:00:00.000+02:00,Pathology31,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28724,KeyPatient25770,Name25770,FistName25770,NS28725,2023-07-29T00:00:00.000+02:00,Pathology79,KeyChambre28,C028,2023-08-06T00:00:00.000+02:00
KeyConsult28725,KeyPatient9511,Name9511,FistName9511,NS28726,2023-07-29T00:00:00.000+02:00,Pathology44,KeyChambre1,C001,2023-07-31T00:00:00.000+02:00
KeyConsult28726,KeyPatient42701,Name42701,FistName42701,NS28727,2023-07-29T00:00:00.000+02:00,Pathology62,KeyChambre83,C083,2023-08-01T00:00:00.000+02:00
KeyConsult28727,KeyPatient91005,Name91005,FistName91005,NS28728,2023-07-29T00:00:00.000+02:00,Pathology37,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28728,KeyPatient94283,Name94283,FistName94283,NS28729,2023-07-29T00:00:00.000+02:00,Pathology31,KeyChambre15,C015,2023-07-30T00:00:00.000+02:00
KeyConsult28729,KeyPatient90308,Name90308,FistName90308,NS28730,2023-07-29T00:00:00.000+02:00,Pathology90,KeyChambre68,C068,2023-08-09T00:00:00.000+02:00
KeyConsult28730,KeyPatient99548,Name99548,FistName99548,NS28731,2023-07-29T00:00:00.000+02:00,Pathology49,KeyChambre72,C072,2023-07-31T00:00:00.000+02:00
KeyConsult28731,KeyPatient66582,Name66582,FistName66582,NS28732,2023-07-29T00:00:00.000+02:00,Pathology98,KeyChambre86,C086,2023-08-10T00:00:00.000+02:00
KeyConsult28732,KeyPatient99534,Name99534,FistName99534,NS28733,2023-07-29T00:00:00.000+02:00,Pathology90,KeyChambre65,C065,2023-08-06T00:00:00.000+02:00
KeyConsult28733,KeyPatient1257,Name1257,FistName1257,NS28734,2023-07-29T00:00:00.000+02:00,Pathology17,KeyChambre75,C075,2023-07-30T00:00:00.000+02:00
KeyConsult28734,KeyPatient72212,Name72212,FistName72212,NS28735,2023-07-29T00:00:00.000+02:00,Pathology29,KeyChambre78,C078,2023-07-30T00:00:00.000+02:00
KeyConsult28735,KeyPatient92934,Name92934,FistName92934,NS28736,2023-07-29T00:00:00.000+02:00,Pathology56,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28736,KeyPatient49629,Name49629,FistName49629,NS28737,2023-07-29T00:00:00.000+02:00,Pathology58,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28737,KeyPatient19590,Name19590,FistName19590,NS28738,2023-07-29T00:00:00.000+02:00,Pathology53,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28738,KeyPatient59862,Name59862,FistName59862,NS28739,2023-07-29T00:00:00.000+02:00,Pathology63,KeyChambre17,C017,2023-07-31T00:00:00.000+02:00
KeyConsult28739,KeyPatient2020,Name2020,FistName2020,NS28740,2023-07-29T00:00:00.000+02:00,Pathology46,NULL,NULL,2023-07-29T00:00:00.000+02:00
KeyConsult28740,KeyPatient75717,Name75717,FistName75717,NS28741,2023-07-29T00:00:00.000+02:00,Pathology37,NULL,NULL,2023-07-29T00:00:00.000+02:00
