KeyConsult,KeyPatient,Name,FirstName,NumSecu,Date_In,Pathology,KeyChambre,ChambreNumber,Date_Out
KeyConsult36864,KeyPatient60464,Name60464,FistName60464,NS36865,2023-09-26T00:00:00.000+02:00,Pathology8,KeyChambre94,C094,2023-09-28T00:00:00.000+02:00
KeyConsult36865,KeyPatient60303,Name60303,FistName60303,NS36866,2023-09-26T00:00:00.000+02:00,Pathology25,KeyChambre60,C060,2023-09-27T00:00:00.000+02:00
KeyConsult36866,KeyPatient51199,Name51199,FistName51199,NS36867,2023-09-26T00:00:00.000+02:00,Pathology81,KeyChambre74,C074,2023-10-01T00:00:00.000+02:00
KeyConsult36867,KeyPatient7313,Name7313,FistName7313,NS36868,2023-09-26T00:00:00.000+02:00,Pathology24,KeyChambre53,C053,2023-09-28T00:00:00.000+02:00
KeyConsult36868,KeyPatient75874,Name75874,FistName75874,NS36869,2023-09-26T00:00:00.000+02:00,Pathology85,KeyChambre37,C037,2023-10-03T00:00:00.000+02:00
KeyConsult36869,KeyPatient74148,Name74148,FistName74148,NS36870,2023-09-26T00:00:00.000+02:00,Pathology61,KeyChambre86,C086,2023-09-28T00:00:00.000+02:00
KeyConsult36870,KeyPatient69877,Name69877,FistName69877,NS36871,2023-09-26T00:00:00.000+02:00,Pathology36,NULL,NULL,2023-09-26T00:00:00.000+02:00
KeyConsult36871,KeyPatient3547,Name3547,FistName3547,NS36872,2023-09-26T00:00:00.000+02:00,Pathology14,KeyChambre43,C043,2023-09-28T00:00:00.000+02:00
KeyConsult36872,KeyPatient55224,Name55224,FistName55224,NS36873,2023-09-26T00:00:00.000+02:00,Pathology92,KeyChambre60,C060,2023-10-14T00:00:00.000+02:00
KeyConsult36873,KeyPatient78555,Name78555,FistName78555,NS36874,2023-09-26T00:00:00.000+02:00,Pathology64,KeyChambre1,C001,2023-09-28T00:00:00.000+02:00
KeyConsult36874,KeyPatient32584,Name32584,FistName32584,NS36875,2023-09-26T00:00:00.000+02:00,Pathology14,KeyChambre36,C036,2023-09-27T00:00:00.000+02:00
KeyConsult36875,KeyPatient36734,Name36734,FistName36734,NS36876,2023-09-26T00:00:00.000+02:00,Pathology74,KeyChambre61,C061,2023-10-03T00:00:00.000+02:00
KeyConsult36876,KeyPatient19774,Name19774,FistName19774,NS36877,2023-09-26T00:00:00.000+02:00,Pathology93,KeyChambre14,C014,2023-10-08T00:00:00.000+02:00
KeyConsult36877,KeyPatient25337,Name25337,FistName25337,NS36878,2023-09-26T00:00:00.000+02:00,Pathology56,KeyChambre37,C037,2023-09-27T00:00:00.000+02:00
KeyConsult36878,KeyPatient64210,Name64210,FistName64210,NS36879,2023-09-26T00:00:00.000+02:00,Pathology16,KeyChambre62,C062,2023-09-27T00:00:00.000+02:00
KeyConsult36879,KeyPatient74590,Name74590,FistName74590,NS36880,2023-09-26T00:00:00.000+02:00,Pathology45,KeyChambre36,C036,2023-09-29T00:00:00.000+02:00
KeyConsult36880,KeyPatient98530,Name98530,FistName98530,NS36881,2023-09-26T00:00:00.000+02:00,Pathology19,NULL,NULL,2023-09-26T00:00:00.000+02:00
KeyConsult36881,KeyPatient6307,Name6307,FistName6307,NS36882,2023-09-26T00:00:00.000+02:00,Pathology33,KeyChambre86,C086,2023-09-27T00:00:00.000+02:00
KeyConsult36882,KeyPatient19956,Name19956,FistName19956,NS36883,2023-09-26T00:00:00.000+02:00,Pathology71,KeyChambre91,C091,2023-10-01T00:00:00.000+02:00
KeyConsult36883,KeyPatient9604,Name9604,FistName9604,NS36884,2023-09-26T00:00:00.000+02:00,Pathology35,NULL,NULL,2023-09-26T00:00:00.000+02:00
KeyConsult36884,KeyPatient60590,Name60590,FistName60590,NS36885,2023-09-26T00:00:00.000+02:00,Pathology18,KeyChambre79,C079,2023-09-27T00:00:00.000+02:00
KeyConsult36885,KeyPatient96166,Name96166,FistName96166,NS36886,2023-09-26T00:00:00.000+02:00,Pathology61,KeyChambre55,C055,2023-09-29T00:00:00.000+02:00
KeyConsult36886,KeyPatient65868,Name65868,FistName65868,NS36887,2023-09-26T00:00:00.000+02:00,Pathology60,KeyChambre14,C014,2023-09-27T00:00:00.000+02:00
KeyConsult36887,KeyPatient57026,Name57026,FistName57026,NS36888,2023-09-26T00:00:00.000+02:00,Pathology74,KeyChambre32,C032,2023-10-04T00:00:00.000+02:00
KeyConsult36888,KeyPatient12789,Name12789,FistName12789,NS36889,2023-09-26T00:00:00.000+02:00,Pathology65,KeyChambre9,C009,2023-09-29T00:00:00.000+02:00
KeyConsult36889,KeyPatient27659,Name27659,FistName27659,NS36890,2023-09-26T00:00:00.000+02:00,Pathology95,KeyChambre74,C074,2023-10-13T00:00:00.000+02:00
KeyConsult36890,KeyPatient51727,Name51727,FistName51727,NS36891,2023-09-26T00:00:00.000+02:00,Pathology3,KeyChambre75,C075,2023-09-27T00:00:00.000+02:00
