KeyConsult,KeyPatient,Name,FirstName,NumSecu,Date_In,Pathology,KeyChambre,ChambreNumber,Date_Out
KeyConsult8192,KeyPatient42540,Name42540,FistName42540,NS08193,2023-03-01T00:00:00.000+01:00,Pathology57,KeyChambre16,C016,2023-03-02T00:00:00.000+01:00
KeyConsult8193,KeyPatient6244,Name6244,FistName6244,NS08194,2023-03-01T00:00:00.000+01:00,Pathology18,NULL,NULL,2023-03-01T00:00:00.000+01:00
KeyConsult8194,KeyPatient70096,Name70096,FistName70096,NS08195,2023-03-01T00:00:00.000+01:00,Pathology74,KeyChambre52,C052,2023-03-07T00:00:00.000+01:00
KeyConsult8195,KeyPatient10564,Name10564,FistName10564,NS08196,2023-03-01T00:00:00.000+01:00,Pathology64,KeyChambre55,C055,2023-03-05T00:00:00.000+01:00
KeyConsult8196,KeyPatient22104,Name22104,FistName22104,NS08197,2023-03-01T00:00:00.000+01:00,Pathology2,KeyChambre84,C084,2023-03-02T00:00:00.000+01:00
KeyConsult8197,KeyPatient63572,Name63572,FistName63572,NS08198,2023-03-01T00:00:00.000+01:00,Pathology40,KeyChambre27,C027,2023-03-02T00:00:00.000+01:00
KeyConsult8198,KeyPatient37771,Name37771,FistName37771,NS08199,2023-03-01T00:00:00.000+01:00,Pathology63,KeyChambre1,C001,2023-03-05T00:00:00.000+01:00
KeyConsult8199,KeyPatient22889,Name22889,FistName22889,NS08200,2023-03-01T00:00:00.000+01:00,Pathology58,NULL,NULL,2023-03-01T00:00:00.000+01:00
KeyConsult8200,KeyPatient21830,Name21830,FistName21830,NS08201,2023-03-01T00:00:00.000+01:00,Pathology73,KeyChambre78,C078,2023-03-08T00:00:00.000+01:00
KeyConsult8201,KeyPatient43303,Name43303,FistName43303,NS08202,2023-03-01T00:00:00.000+01:00,Pathology92,KeyChambre50,C050,2023-03-18T00:00:00.000+01:00
KeyConsult8202,KeyPatient27729,Name27729,FistName27729,NS08203,2023-03-01T00:00:00.000+01:00,Pathology81,KeyChambre32,C032,2023-03-07T00:00:00.000+01:00
KeyConsult8203,KeyPatient822,Name822,FistName822,NS08204,2023-03-01T00:00:00.000+01:00,Pathology11,NULL,NULL,2023-03-01T00:00:00.000+01:00
KeyConsult8204,KeyPatient44001,Name44001,FistName44001,NS08205,2023-03-01T00:00:00.000+01:00,Pathology39,KeyChambre36,C036,2023-03-02T00:00:00.000+01:00
KeyConsult8205,KeyPatient67151,Name67151,FistName67151,NS08206,2023-03-01T00:00:00.000+01:00,Pathology3,KeyChambre86,C086,2023-03-03T00:00:00.000+01:00
KeyConsult8206,KeyPatient74377,Name74377,FistName74377,NS08207,2023-03-01T00:00:00.000+01:00,Pathology26,KeyChambre33,C033,2023-03-04T00:00:00.000+01:00
KeyConsult8207,KeyPatient61068,Name61068,FistName61068,NS08208,2023-03-01T00:00:00.000+01:00,Pathology79,KeyChambre52,C052,2023-03-09T00:00:00.000+01:00
KeyConsult8208,KeyPatient33445,Name33445,FistName33445,NS08209,2023-03-01T00:00:00.000+01:00,Pathology45,KeyChambre67,C067,2023-03-02T00:00:00.000+01:00
KeyConsult8209,KeyPatient19848,Name19848,FistName19848,NS08210,2023-03-01T00:00:00.000+01:00,Pathology8,NULL,NULL,2023-03-01T00:00:00.000+01:00
KeyConsult8210,KeyPatient97443,Name97443,FistName97443,NS08211,2023-03-01T00:00:00.000+01:00,Pathology50,NULL,NULL,2023-03-01T00:00:00.000+01:00
KeyConsult8211,KeyPatient56742,Name56742,FistName56742,NS08212,2023-03-01T00:00:00.000+01:00,Pathology9,KeyChambre62,C062,2023-03-02T00:00:00.000+01:00
KeyConsult8212,KeyPatient86229,Name86229,FistName86229,NS08213,2023-03-01T00:00:00.000+01:00,Pathology13,NULL,NULL,2023-03-01T00:00:00.000+01:00
KeyConsult8213,KeyPatient12127,Name12127,FistName12127,NS08214,2023-03-01T00:00:00.000+01:00,Pathology20,KeyChambre72,C072,2023-03-03T00:00:00.000+01:00
KeyConsult8214,KeyPatient96485,Name96485,FistName96485,NS08215,2023-03-01T00:00:00.000+01:00,Pathology36,KeyChambre64,C064,2023-03-02T00:00:00.000+01:00
KeyConsult8215,KeyPatient2562,Name2562,FistName2562,NS08216,2023-03-01T00:00:00.000+01:00,Pathology57,NULL,NULL,2023-03-01T00:00:00.000+01:00
